INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT
35002	万年圣妖★	0	2000	3	440000000	0	0	600000	600000	100000	100000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	140	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_1	58	1	0	1300000000	1	35002	0	0	0	0	0	0	0	0		0	952:1:20:1	1
35003	远古圣妖	0	1500	3	340000000	0	0	380000	380000	80000	80000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	120	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_2	58	1	0	1000000000	1	35003	0	0	0	0	0	0	0	0		0	952:1:6:1	1
35004	万年圣妖★★	0	2800	3	740000000	0	0	1200000	1200000	200000	200000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	140	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_1	58	1	0	2200000000	1	35004	0	0	0	0	0	0	0	0		0	952:1:25:1	1
35005	灭世圣妖	0	2100	3	440000000	0	0	580000	580000	150000	150000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	126	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_2	58	1	0	1300000000	1	35005	0	0	0	0	0	0	0	0		0	952:1:25:1	1
35006	万年圣妖★★★	0	3500	3	1300000000	0	0	2400000	2400000	300000	300000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	140	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_1	58	1	0	3900000000	1	35006	0	0	0	0	0	0	0	0		0	952:1:30:1	1
35007	重劫圣妖	0	2700	3	640000000	0	0	980000	980000	260000	260000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	131	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_2	58	1	0	1900000000	1	35007	0	0	0	0	0	0	0	0		0	952:1:25:1	1
35008	万年圣妖★★★★	0	4800	3	2000000000	0	0	4800000	4800000	400000	400000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	140	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	MonsterTitle_1	58	1	0	6000000000	1	35008	0	0	0	0	0	0	0	0		0	952:1:30:1	1
35009	饕餮巨兽★★★★	0	3000	3	1000000000	0	0	300000	300000	200000	200000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	144	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	220	0	-1	-1	1	0	4000000000	1	35009	0	0	0	0	0	0	0	0		0	952:1:30:1	1
35010	地狱魔蛆★★★★	0	3000	3	500000000	0	0	80000	80000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	130	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	1500000000	1	35010	0	0	0	0	0	0	0	0		0	952:1:30:1	1
35011	饕餮巨兽★★★★	0	3000	3	1000000000	0	0	80000	80000	0	0	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	144	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	0	0	-1	-1	1	0	4000000000	1	35011	0	0	0	0	0	0	0	0		0	952:1:30:1	1
35012	★★年兽★★	0	3000	3	30000000	0	0	80000	80000	2000	3000	100000	0	0	0	180	0	0	0	400	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	86400000	2502	0	0	0	201	0	0	gw147	147	fj020	0	0	-1	0	0	1	100	0	11	0	1	63	188	无	0	1	0	5	0	-1	-1	1	1	0	-1	0	0	0	0	0	0	0	0	0	10000	0xff680d	0	200:250	0	0	-1	-1	1	0	30000000	1	35012	0	0	0	0	0	0	0	0		0	952:1:30:1	0
36001	轮回试炼者	0	99	1	10000000	0	0	100000	200000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	111	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	40000000	1	36001	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36002	轮回试炼者	0	99	1	15000000	0	0	150000	300000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	122	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	60000000	1	36002	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36003	轮回试炼者	0	99	1	20000000	0	0	200000	400000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	110	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	80000000	1	36003	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36004	轮回试炼者	0	99	1	25000000	0	0	250000	500000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	125	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	100000000	1	36004	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36005	轮回试炼者	0	99	1	30000000	0	0	300000	600000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	121	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	120000000	1	36005	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36006	轮回试炼者	0	99	1	35000000	0	0	350000	700000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	501	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	140000000	1	36006	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36007	轮回试炼者	0	99	1	40000000	0	0	400000	800000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	114	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	160000000	1	36007	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36008	轮回试炼者	0	99	1	50000000	0	0	500000	1000000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	502	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	200000000	1	36008	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36009	轮回试炼者	0	99	1	60000000	0	0	600000	1200000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	118	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	240000000	1	36009	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36010	轮回试炼者	0	99	1	70000000	0	0	700000	1400000	100	100	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	503	fj022	0	0	-1	0	0	3	100	0	11	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	0	1	-1	-1	1	0	280000000	1	36010	0	0	0	0	0	0	0	1		0	952:1:1:1	1
36011	鬼刃傀儡[神级BOSS]	0	800	2	20000000	0	0	30000	30000	10000	10000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	2034	zjg21	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:150	20	1	-1	-1	1	0	80000000	1	36011	0	0	0	0	0	0	0	1	1000	0	952:1:3:1	1
36012	无常老道[神级BOSS]	0	800	2	20000000	0	0	50000	50000	10000	10000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	2027	zjg21	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	20	1	-1	-1	1	0	80000000	1	36012	0	0	0	0	0	0	0	1	1000	0	952:1:3:1	1
36013	血焰分魂神[盘古BOSS]	0	1100	2	30000000	0	0	70000	70000	25000	25000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	2055	zjg23	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	60	1	-1	-1	1	0	120000000	1	36013	0	0	0	0	0	0	0	1	1000	0	952:1:4:1	1
36014	炼狱青锋神[盘古BOSS]	0	1100	2	40000000	0	0	80000	80000	25000	25000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	508	zjg23	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	60	1	-1	-1	1	0	160000000	1	36014	0	0	0	0	0	0	0	1	1000	0	952:1:4:1	1
36015	浮屠魔渊神[上古BOSS]	0	1200	2	50000000	0	0	100000	100000	32500	32500	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	102	zjq11	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	80	1	-1	-1	1	0	200000000	1	36015	0	0	0	0	0	0	0	1	1000	0	952:1:5:1	1
36016	撼地牛魔神[上古BOSS]	0	1200	2	60000000	0	0	120000	120000	32500	32500	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	509	zjq11	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	80	1	-1	-1	1	0	240000000	1	36016	0	0	0	0	0	0	0	1	1000	0	952:1:5:1	1
36017	血魂不灭神[远古BOSS]	0	1300	3	80000000	0	0	140000	140000	40000	40000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	2053	zjq12	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	100	1	-1	-1	1	0	320000000	1	36017	0	0	0	0	0	0	0	1	1000	0	952:1:5:1	1
36018	不灭鲤魔神[远古BOSS]	0	1300	3	100000000	0	0	160000	160000	40000	40000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	5400000	2502	0	0	0	201	0	0	gw147	510	zjq12	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	100	1	-1	-1	1	0	400000000	1	36018	0	0	0	0	0	0	0	1	1000	0	952:1:5:1	1
36019	神创浮屠神[太古BOSS]	0	1500	3	120000000	0	0	190000	190000	47500	47500	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	108	zjq12	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:160	120	1	-1	-1	1	0	480000000	1	36019	0	0	0	0	0	0	0	1	1000	0	952:1:6:1	1
36020	通天元刹神[太古BOSS]	0	1500	3	140000000	0	0	220000	220000	47500	47500	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	2065	zjq12	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	120	1	-1	-1	1	0	560000000	1	36020	0	0	0	0	0	0	0	1	1000	0	952:1:6:1	1
36021	冥界长歌神[灭世BOSS]	0	1900	3	160000000	0	0	250000	250000	55000	55000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	126	fj019	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:180	160	1	-1	-1	1	0	640000000	1	36021	0	0	0	0	0	0	0	1	1000	0	952:1:10:1	1
36022	霹雳金甲神[灭世BOSS]	0	1900	3	180000000	0	0	280000	280000	55000	55000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	7200000	2502	0	0	0	201	0	0	gw147	513	fj019	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xe60012	1	120:230	160	1	-1	-1	1	0	720000000	1	36022	0	0	0	0	0	0	0	1	1000	0	952:1:10:1	1
36023	神刀灭魔天君★☆☆☆	0	2000	3	200000000	0	0	320000	320000	60000	60000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	9000000	2502	0	0	0	201	0	0	gw147	113	fj019	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	800000000	1	36023	0	0	0	0	0	0	0	1	1000	0	952:1:20:1	1
36024	幽冥世界天君★★☆☆	0	2000	3	200000000	0	0	360000	360000	60000	60000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	9000000	2502	0	0	0	201	0	0	gw147	124	fj020	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	800000000	1	36024	0	0	0	0	0	0	0	1	1000	0	952:1:20:1	1
36025	诛仙修罗天君★★★☆	0	2000	3	200000000	0	0	410000	410000	60000	60000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	9000000	2502	0	0	0	201	0	0	gw147	123	fj021	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	800000000	1	36025	0	0	0	0	0	0	0	1	1000	0	952:1:20:1	1
36026	九劫圣战天君★★★★	0	2000	3	200000000	0	0	460000	460000	60000	60000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	9000000	2502	0	0	0	201	0	0	gw147	119	fj019	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	1	200:250	200	1	-1	-1	1	0	800000000	1	36026	0	0	0	0	0	0	0	1	1000	0	952:1:20:1	1
36027	天地狩猎者[轮回]	0	2200	3	300000000	0	0	520000	520000	75000	75000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	609	fj020	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	250	1	-1	-1	1	0	1200000000	1	36027	0	0	0	0	0	0	0	1	1000	0	952:1:25:1	1
36028	狂飙毁灭者[轮回]	0	2400	3	400000000	0	0	590000	590000	80000	80000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	10800000	2502	0	0	0	201	0	0	gw147	129	fj020	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	300	1	-1	-1	1	0	1600000000	1	36028	0	0	0	0	0	0	0	1	1000	0	952:1:25:1	1
36029	圣灵掌控者[轮回]	0	2600	3	500000000	0	0	670000	670000	85000	85000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	14400000	2502	0	0	0	201	0	0	gw147	130	fj020	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	340	1	-1	-1	1	0	2000000000	1	36029	0	0	0	0	0	0	0	1	1000	0	952:1:25:1	1
36030	罪恶开辟者[轮回]	0	3000	3	700000000	0	0	770000	770000	90000	90000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	14400000	2502	0	0	0	201	0	0	gw147	514	fj020	0	0	-1	0	496	1	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	0	35	0	0	0	0	0	0	0	0	0	0	0xff680d	0	200:250	380	1	-1	-1	1	0	2800000000	1	36030	0	0	0	0	0	0	0	1	1000	0	952:1:30:1	1
37001	兽神·白虎	0	3000	3	100000000	0	0	800000	950000	130000	150000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1200000	2502	0	0	0	201	0	0	gw147	403	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:100	0	1	-1	-1	1	0	200000000	1	37001	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37002	兽神·乘黄	0	3000	3	200000000	0	0	1150000	1250000	160000	180000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1600000	2502	0	0	0	201	0	0	gw147	402	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	4	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:100	0	1	-1	-1	1	0	200000000	1	37002	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37003	兽神·睚眦	0	3000	3	300000000	0	0	1600000	1700000	190000	220000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1600000	2502	0	0	0	201	0	0	gw147	404	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	8	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:130	0	1	-1	-1	1	0	400000000	1	37003	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37004	兽神·狻猊	0	3000	3	400000000	0	0	1950000	2050000	200000	250000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	201	0	0	gw147	405	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	8	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:130	0	1	-1	-1	1	0	400000000	1	37004	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37005	兽神·梼杌	0	3000	3	500000000	0	0	2200000	2300000	220000	350000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	201	0	0	gw147	406	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	12	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:130	0	1	-1	-1	1	0	600000000	1	37005	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37006	兽神·寅虎	0	3000	3	600000000	0	0	2300000	2400000	240000	350000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	2800000	2502	0	0	0	201	0	0	gw147	407	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	20	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:130	0	1	-1	-1	1	0	1000000000	1	37006	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37007	兽神·穷奇	0	3000	3	700000000	0	0	2400000	2450000	240000	350000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	3600000	2502	0	0	0	201	0	0	gw147	408	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	20	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:130	0	1	-1	-1	1	0	1000000000	1	37007	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37008	兽神·髯	0	3000	3	800000000	0	0	2600000	2650000	240000	350000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1:2:3:4	0	0	1800000	2502	0	0	0	201	0	0	gw147	401	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	16	-1	0	0	0	0	0	0	0	0	0	0	0xe60012	1	100:100	0	1	-1	-1	1	0	800000000	1	37008	0	2	0	0	0	0	0	1		0	952:1:30:1	1
37009	★兽神·鲲鲨★	0	3000	3	900000000	0	0	3000000	3500000	520000	520000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	14400000	2502	0	0	0	201	0	0	gw147	414	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	40	-1	0	0	10	2028	300	0	0	0	0	0	0xff680d	0	200:250	0	1	-1	-1	1	0	3000000000	1	37009	0	2	0	0	0	0	0	0		0	952:1:30:1	1
37010	★兽神·鲲鲸★	0	3000	3	1000000000	0	0	4000000	4500000	520000	520000	100000	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	1:2:3:4	0	0	18000000	2502	0	0	0	201	0	0	gw147	415	fj020	0	0	-1	0	0	0	100	0	2	0	1	63	188	无	0	1	0	1	0	-1	-1	0	1	50	-1	0	0	15	2028	300	0	0	0	0	0	0xff680d	0	200:250	0	1	-1	-1	1	0	4000000000	1	37010	0	2	0	0	0	0	0	0		0	952:1:30:1	1
