INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING
50042	九霄·欢愉之花	33	3	3	1	4	-1	-1	1500	4:200|5:500|6:200|7:500	-1	大师的杰作	11033	11033	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1500	0	0	0	0	1	-1	-1	0	4:200|5:500|6:200|7:500	0		0	9999	0	0	0	0	0	-1	-1
50043	九霄·庄严披风	33	4	4	1	4	-1	-1	2000	4:320|5:800|6:320|7:800	-1	大师的杰作	11034	11034	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2000	0	0	0	0	1	-1	-1	0	4:320|5:800|6:320|7:800	0		0	9999	0	0	0	0	0	-1	-1
50044	九霄·火焰潮汐	33	5	5	1	5	-1	-1	2500	4:440|5:1100|6:440|7:1100	-1	大师的杰作	11035	11035	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2500	0	0	0	0	1	-1	-1	0	4:440|5:1100|6:440|7:1100	0		0	9999	0	0	0	0	0	-1	-1
50045	九霄·沸腾之怒	33	6	6	1	5	-1	-1	3000	4:600|5:1500|6:600|7:1500	-1	大师的杰作	11036	11036	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	3000	0	0	0	0	1	-1	-1	0	4:600|5:1500|6:600|7:1500	0		0	9999	0	0	0	0	0	-1	-1
50046	九霄·夜色终末	33	7	7	1	6	-1	-1	5000	4:800|5:2000|6:800|7:2000	-1	大师的杰作	11037	11037	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	5000	1	dropEffect_lan	0	0	1	-1	-1	1000	4:800|5:2000|6:800|7:2000	0		0	9999	0	0	0	0	0	-1	-1
50047	九霄·黑暗天灾	33	8	8	1	6	-1	-1	50000	4:1000|5:2500|6:1000|7:2500	-1	大师的杰作	11038	11038	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	50000	1	dropEffect_lan	2213	0	1	-1	-1	2000	4:1000|5:2500|6:1000|7:2500	0		0	9999	0	0	0	0	0	-1	-1
50048	九霄·灵魂救赎	33	9	9	1	7	-1	-1	100000	4:1320|5:3300|6:1320|7:3300	-1	大师的杰作	11039	11039	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_lan	2214	0	1	-1	-1	3000	4:1320|5:3300|6:1320|7:3300	0		0	9999	0	0	0	0	0	-1	-1
50049	九霄·凤凰之翼	33	10	10	1	7	-1	-1	0	4:2000|5:5000|6:2000|7:5000	-1	大师的杰作	11040	11040	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	2215	0	1	-1	-1	5000	4:2000|5:5000|6:2000|7:5000	0		0	9999	0	0	0	0	0	-1	-1
50050	救赎·云雷万里	34	1	1	1	3	-1	-1	500	4:60|5:150|6:60|7:150	-1	大师的杰作	11041	11041	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	500	0	0	0	0	1	-1	-1	0	4:60|5:150|6:60|7:150	0		0	9999	0	0	0	0	0	-1	-1
50051	救赎·灵犀望月	34	2	2	1	3	-1	-1	1000	4:120|5:300|6:120|7:300	-1	大师的杰作	11042	11042	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1000	0	0	0	0	1	-1	-1	0	4:120|5:300|6:120|7:300	0		0	9999	0	0	0	0	0	-1	-1
50052	救赎·太极流光	34	3	3	1	4	-1	-1	1500	4:200|5:500|6:200|7:500	-1	大师的杰作	11043	11043	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	1500	0	0	0	0	1	-1	-1	0	4:200|5:500|6:200|7:500	0		0	9999	0	0	0	0	0	-1	-1
50053	救赎·九霄风雷	34	4	4	1	4	-1	-1	2000	4:320|5:800|6:320|7:800	-1	大师的杰作	11044	11044	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2000	0	0	0	0	1	-1	-1	0	4:320|5:800|6:320|7:800	0		0	9999	0	0	0	0	0	-1	-1
50054	救赎·碧血干戚	34	5	5	1	5	-1	-1	2500	4:440|5:1100|6:440|7:1100	-1	大师的杰作	11045	11045	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	6	2500	0	0	0	0	1	-1	-1	0	4:440|5:1100|6:440|7:1100	0		0	9999	0	0	0	0	0	-1	-1
50055	救赎·九阴勾魂	34	6	6	1	5	-1	-1	3000	4:600|5:1500|6:600|7:1500	-1	大师的杰作	11046	11046	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	3000	0	0	0	0	1	-1	-1	0	4:600|5:1500|6:600|7:1500	0		0	9999	0	0	0	0	0	-1	-1
50056	救赎·祖龙对剑	34	7	7	1	6	-1	-1	5000	4:800|5:2000|6:800|7:2000	-1	大师的杰作	11047	11047	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	5000	1	dropEffect_lan	0	0	1	-1	-1	1000	4:800|5:2000|6:800|7:2000	0		0	9999	0	0	0	0	0	-1	-1
50057	救赎·紫电青霜	34	8	8	1	6	-1	-1	50000	4:1000|5:2500|6:1000|7:2500	-1	大师的杰作	11048	11048	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	50000	1	dropEffect_lan	2216	0	1	-1	-1	2000	4:1000|5:2500|6:1000|7:2500	0		0	9999	0	0	0	0	0	-1	-1
50058	救赎·狂澜碎岳	34	9	9	1	7	-1	-1	100000	4:1320|5:3300|6:1320|7:3300	-1	大师的杰作	11049	11049	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	100000	1	dropEffect_lan	2217	0	1	-1	-1	3000	4:1320|5:3300|6:1320|7:3300	0		0	9999	0	0	0	0	0	-1	-1
50059	救赎·逆乱星河	34	10	10	1	7	-1	-1	0	4:2000|5:5000|6:2000|7:5000	-1	大师的杰作	11050	11050	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	2218	0	1	-1	-1	5000	4:2000|5:5000|6:2000|7:5000	0		0	9999	0	0	0	0	0	-1	-1
50060	石化·暗影战魂	29	11	11	1	7	-1	-1	0	4:3000|5:7000|6:3000|7:7000	-1	大师的杰作	11061	11061	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	10000	4:3000|5:7000|6:3000|7:7000	0		0	9999	0	0	0	0	0	-1	-1
50061	石化·遮天蔽日	29	12	12	1	7	-1	-1	0	4:4300|5:10000|6:4300|7:10000	-1	大师的杰作	11062	11062	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	15000	4:4300|5:10000|6:4300|7:10000	0		0	9999	0	0	0	0	0	-1	-1
50062	石化·诸神黄昏	29	13	13	1	7	-1	-1	0	4:6500|5:14000|6:6500|7:14000	-1	大师的杰作	11063	11063	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	20000	4:6500|5:14000|6:6500|7:14000	0		0	9999	0	0	0	0	0	-1	-1
50063	赤焰·纵横传说	30	11	11	1	7	-1	-1	0	4:3000|5:7000|6:3000|7:7000	-1	大师的杰作	11064	11064	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	10000	4:3000|5:7000|6:3000|7:7000	0		0	9999	0	0	0	0	0	-1	-1
50064	赤焰·执掌乾坤	30	12	12	1	7	-1	-1	0	4:4300|5:10000|6:4300|7:10000	-1	大师的杰作	11065	11065	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	15000	4:4300|5:10000|6:4300|7:10000	0		0	9999	0	0	0	0	0	-1	-1
50065	赤焰·天地无极	30	13	13	1	7	-1	-1	0	4:6500|5:14000|6:6500|7:14000	-1	大师的杰作	11066	11066	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	20000	4:6500|5:14000|6:6500|7:14000	0		0	9999	0	0	0	0	0	-1	-1
50066	紫电·天地圣裁	31	11	11	1	7	-1	-1	0	4:3000|5:7000|6:3000|7:7000	-1	大师的杰作	11067	11067	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	10000	4:3000|5:7000|6:3000|7:7000	0		0	9999	0	0	0	0	0	-1	-1
50067	紫电·雷霆万钧	31	12	12	1	7	-1	-1	0	4:4300|5:10000|6:4300|7:10000	-1	大师的杰作	11068	11068	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	15000	4:4300|5:10000|6:4300|7:10000	0		0	9999	0	0	0	0	0	-1	-1
50068	紫电·幽冥血煞	31	13	13	1	7	-1	-1	0	4:6500|5:14000|6:6500|7:14000	-1	大师的杰作	11069	11069	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	20000	4:6500|5:14000|6:6500|7:14000	0		0	9999	0	0	0	0	0	-1	-1
50069	重生·逍遥圣墟	32	11	11	1	7	-1	-1	0	4:3000|5:7000|6:3000|7:7000	-1	大师的杰作	11073	11073	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	10000	4:3000|5:7000|6:3000|7:7000	0		0	9999	0	0	0	0	0	-1	-1
50070	重生·不死不灭	32	12	12	1	7	-1	-1	0	4:4300|5:10000|6:4300|7:10000	-1	大师的杰作	11074	11074	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	15000	4:4300|5:10000|6:4300|7:10000	0		0	9999	0	0	0	0	0	-1	-1
50071	重生·永生不灭	32	13	13	1	7	-1	-1	0	4:6500|5:14000|6:6500|7:14000	-1	大师的杰作	11075	11075	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	20000	4:6500|5:14000|6:6500|7:14000	0		0	9999	0	0	0	0	0	-1	-1
50072	九霄·玄冰灵魄	33	11	11	1	7	-1	-1	0	4:3000|5:7000|6:3000|7:7000	-1	大师的杰作	11070	11070	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	10000	4:3000|5:7000|6:3000|7:7000	0		0	9999	0	0	0	0	0	-1	-1
50073	九霄·杀神诛仙	33	12	12	1	7	-1	-1	0	4:4300|5:10000|6:4300|7:10000	-1	大师的杰作	11071	11071	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	15000	4:4300|5:10000|6:4300|7:10000	0		0	9999	0	0	0	0	0	-1	-1
50074	九霄·虚空主宰	33	13	13	1	7	-1	-1	0	4:6500|5:14000|6:6500|7:14000	-1	大师的杰作	11072	11072	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	20000	4:6500|5:14000|6:6500|7:14000	0		0	9999	0	0	0	0	0	-1	-1
50075	救赎·修罗神火	34	11	11	1	7	-1	-1	0	4:3000|5:7000|6:3000|7:7000	-1	大师的杰作	11076	11076	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	10000	4:3000|5:7000|6:3000|7:7000	0		0	9999	0	0	0	0	0	-1	-1
50076	救赎·无尽毁灭	34	12	12	1	7	-1	-1	0	4:4300|5:10000|6:4300|7:10000	-1	大师的杰作	11077	11077	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	15000	4:4300|5:10000|6:4300|7:10000	0		0	9999	0	0	0	0	0	-1	-1
50077	救赎·至尊荣耀	34	13	13	1	7	-1	-1	0	4:6500|5:14000|6:6500|7:14000	-1	大师的杰作	11078	11078	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	20000	4:6500|5:14000|6:6500|7:14000	0		0	9999	0	0	0	0	0	-1	-1
50078	石化·万剑归一	29	14	14	1	7	-1	-1	0	4:9000|5:20000|6:9000|7:20000	-1	大师的杰作	11079	11079	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	25000	4:9000|5:20000|6:9000|7:20000	0		0	9999	0	0	0	0	0	-1	-1
50079	赤焰·万剑归一	30	14	14	1	7	-1	-1	0	4:9000|5:20000|6:9000|7:20000	-1	大师的杰作	11080	11080	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	25000	4:9000|5:20000|6:9000|7:20000	0		0	9999	0	0	0	0	0	-1	-1
50080	紫电·万剑归一	31	14	14	1	7	-1	-1	0	4:9000|5:20000|6:9000|7:20000	-1	大师的杰作	11081	11081	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	25000	4:9000|5:20000|6:9000|7:20000	0		0	9999	0	0	0	0	0	-1	-1
50081	重生·万剑归一	32	14	14	1	7	-1	-1	0	4:9000|5:20000|6:9000|7:20000	-1	大师的杰作	11082	11082	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	25000	4:9000|5:20000|6:9000|7:20000	0		0	9999	0	0	0	0	0	-1	-1
50082	九霄·万剑归一	33	14	14	1	7	-1	-1	0	4:9000|5:20000|6:9000|7:20000	-1	大师的杰作	11083	11083	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	25000	4:9000|5:20000|6:9000|7:20000	0		0	9999	0	0	0	0	0	-1	-1
50083	救赎·万剑归一	34	14	14	1	7	-1	-1	0	4:9000|5:20000|6:9000|7:20000	-1	大师的杰作	11084	11084	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	1	dropEffect_lan	0	0	1	-1	-1	25000	4:9000|5:20000|6:9000|7:20000	0		0	9999	0	0	0	0	0	-1	-1
51000	星石·天府·一	35	1	1	1	3	-1	-1	0	1:13000|3:1000	-1	大师的杰作	30001	30001	0	0	-1	-1	击杀野外BOSS有几率获得&<u><a href='event:kill|80004|103|275'>前往</a></u></font>#击杀副本BOSS有几率获得&<u><a href='event:NPC|371004'>前往</a></u></font>#从其他玩家摊位上购买获得&<u><a href='event:openPanel|petPanel|97'>前往</a></u></font>	16	#F5E8BF|暗金	0	0	0	0	0	0	0	0	1	-1	5	0	1:13000|3:1000	0		0	9999	0	0	0	0	0	-1	-1
