INT	STRING	INT	STRING	STRING	STRING	INT	STRING
11063	圣体	2	无	#a54bfa|圣体Lv4：4%概率触发无敌4秒(PVP有效)	#a54bfa|圣体Lv5：5%概率触发无敌5秒(PVP有效)	504	-1
11064	圣体	2	无	#a54bfa|圣体Lv5：5%概率触发无敌5秒(PVP有效)	无	504	-1
12010	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加6倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加8倍|#debc6a|，持续5秒。	511	-1
12011	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加8倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加10倍|#debc6a|，持续5秒。	511	-1
12012	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加10倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加12倍|#debc6a|，持续5秒。	511	-1
12013	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加12倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加14倍|#debc6a|，持续5秒。	511	-1
12014	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加14倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加16倍|#debc6a|，持续5秒。	511	-1
12015	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加16倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加18倍|#debc6a|，持续5秒。	511	-1
12016	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加18倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加20倍|#debc6a|，持续5秒。	511	-1
12017	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2%几率触发|#00ff00|倍攻增加20倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，2.5%几率触发|#00ff00|倍攻增加22倍|#debc6a|，持续5秒。	511	-1
12018	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，2.5%几率触发|#00ff00|倍攻增加22倍|#debc6a|，持续5秒。	#debc6a|集齐龙神套装后，攻击敌人时，3%几率触发|#00ff00|倍攻增加24倍|#debc6a|，持续5秒。	511	-1
12019	龙神之怒	2	无	#debc6a|集齐龙晶武装后，攻击敌人时，3%几率触发|#00ff00|倍攻增加24倍|#debc6a|，持续5秒。	无	511	-1
6001	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*1）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*2）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到2级
6002	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*2）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*3）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到3级
6003	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*3）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*4）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到4级
6004	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*4）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*5）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到5级
6005	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*5）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*6）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到6级
6006	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*6）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*7）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到7级
6007	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*7）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*8）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到8级
6008	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*8）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*9）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到9级
6009	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*9）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*10）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到10级
6010	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*10）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*11）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到11级
6011	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*11）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*12）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到12级
6012	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*12）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*13）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到13级
6013	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*13）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*14）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到14级
6014	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*14）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*15）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到15级
6015	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*15）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*16）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到16级
6016	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*16）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*17）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到17级
6017	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*17）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*18）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到18级
6018	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*18）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*19）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到19级
6019	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*19）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*20）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到20级
6020	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*20）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*21）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到21级
6021	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*21）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*22）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到22级
6022	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*22）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*23）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到23级
6023	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*23）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*24）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到24级
6024	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*24）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*25）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到25级
6025	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*25）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*26）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到26级
6026	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*26）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*27）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到27级
6027	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*27）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*28）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到28级
6028	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*28）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*29）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到29级
6029	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*29）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*30）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到30级
6030	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*30）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*31）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到31级
6031	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*31）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*32）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到32级
6032	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*32）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*33）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到33级
6033	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*33）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*34）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到34级
6034	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*34）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*35）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到35级
6035	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*35）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*36）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到36级
6036	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*36）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*37）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到37级
6037	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*37）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*38）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到38级
6038	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*38）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*39）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到39级
6039	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*39）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*40）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到40级
6040	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*40）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*41）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到41级
6041	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*41）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*42）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到42级
6042	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*42）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*43）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到43级
6043	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*43）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*44）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到44级
6044	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*44）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*45）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到45级
6045	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*45）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*46）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到46级
6046	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*46）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*47）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到47级
6047	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*47）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*48）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到48级
6048	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*48）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*49）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到49级
6049	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*49）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*50）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到50级
6050	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*50）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*51）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到51级
6051	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*51）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*52）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到52级
6052	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*52）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*53）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到53级
6053	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*53）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*54）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到54级
6054	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*54）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*55）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到55级
6055	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*55）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*56）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到56级
6056	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*56）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*57）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到57级
6057	日圆诀	1	物理	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*57）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	#debc6a|对当前目标boss造成|#00ff00|（当前倍攻*58）倍|#debc6a|的倍攻伤害|n|#e60012|（仅对怪物有效）	512	日月光辉达到58级
